epoch,train_loss,train_acc,test_loss,test_acc
1,0.6048930494732396,0.6399183673469387,0.45202633108411516,0.8078571428571428
2,0.4509701607432751,0.7878367346938776,0.38193169031824387,0.8414285714285714
3,0.3499903164356558,0.8511428571428571,0.3248028516769409,0.8658928571428571
4,0.32072760139448525,0.8664897959183674,0.3702704984801156,0.8482142857142857
5,0.29686321763628143,0.8777551020408163,0.34331117740699224,0.8691071428571429
6,0.2780391548908566,0.8863673469387755,0.35366124519280023,0.8578571428571429
7,0.2723289653950665,0.8917142857142857,0.3306906198603766,0.86625
8,0.24078932292175823,0.9078367346938776,0.35762740267174586,0.8603571428571428
